C = 
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	17.8	14.6	9.6	4.8	4.6	13	17.8	2.4	9.8	7.6	14.4	15	19.6	6.8	15	17.8	
